THETA1,THETA2,THETA3,THETA4,THETA5,THETA6,THETA7,THETA8,THETA9,OMEGA11,OMEGA21,OMEGA22,OMEGA31,OMEGA32,OMEGA33,OMEGA41,OMEGA42,OMEGA43,OMEGA44,SIGMA11
14.53,10.54,17.97,13.13,-0.1183,0.8507,0.04126,0.7161,0.3069,0.09579,0.000532,0.07382,0.0135,-0.001236,0.0763,-0.002073,0.000364,-0.002059,0.115,0
14.73,9.985,19.29,11.87,-0.4672,1.377,0.01443,-0.3172,0.2703,0.06582,0.007014,0.1004,0.003538,-0.004667,0.1092,0.003037,0.006861,-0.02391,0.09852,0
13.99,12.65,15.32,15.95,-0.3759,0.3823,0.08009,0.2637,0.8151,0.09198,0.003698,0.1026,-0.01706,-0.01225,0.126,0.006033,0.001994,-0.01627,0.0813,0
13.3,11.37,21.93,12.57,0.3135,1.755,0.05152,0.7906,0.1274,0.1036,0.01335,0.08169,-0.01405,0.00819,0.09315,-0.01005,-0.008314,0.001523,0.07503,0
15.27,10.43,19.97,12.48,-0.8701,0.63,0.06047,0.4647,0.6246,0.07634,-0.003082,0.1227,-0.00416,-0.005049,0.1192,-0.006228,-0.02741,-0.008207,0.08683,0
14.64,8.575,19.5,13.29,-0.7571,0.0804,0.01662,0.1718,0.5403,0.1025,-0.000759,0.1302,0.01287,-0.02102,0.1136,0.01512,-0.001385,0.0129,0.07789,0
14.39,12.06,15.05,12.28,0.3068,1.146,0.05771,0.192,0.3025,0.08002,-0.00972,0.08295,-0.005471,-0.01215,0.1749,0.00016,0.001373,0.002407,0.05974,0
13.9,12.43,20.09,9.893,-0.7702,1.561,0.02386,-0.4415,0.8487,0.08093,-0.00664,0.1105,-0.001079,-0.005494,0.1257,0.002118,-0.000927,-0.003576,0.08165,0
15.57,9.792,19.5,10.91,-0.09431,0.2401,-0.02493,0.2106,1.081,0.105,0.01378,0.08957,-0.001805,0.003365,0.1125,0.009195,0.009773,-0.01493,0.06224,0
15.24,11.07,16.09,12.51,-0.002121,0.4954,0.03185,0.5248,0.4981,0.115,-0.01881,0.08556,0.02707,-0.007939,0.1401,-0.0105,0.003386,-0.003638,0.08703,0
14.98,11.17,18.42,12.21,-0.2872,1.135,0.06073,0.004648,1.208,0.07985,-0.01084,0.06845,0.007363,-0.005556,0.1039,0.003166,-0.000848,0.007957,0.06475,0
15.25,10.27,16.97,13.21,-0.678,0.4276,0.01899,0.2863,0.1912,0.1238,-0.000705,0.08401,0.008337,0.002119,0.0895,0.0266,-0.02132,-5.6e-05,0.1242,0
12.98,9.97,19.18,11.66,-0.5004,1.514,0.04153,0.5078,0.6864,0.09487,-0.01227,0.1065,0.007375,0.002656,0.1257,-0.01194,0.01704,0.01238,0.08581,0
15.02,11.87,14.79,11.03,-0.7022,0.2345,-0.004114,-0.02818,0.8405,0.09285,-0.005547,0.09423,0.006074,0.001691,0.08648,0.00181,0.007734,0.02282,0.06597,0
12.65,9.668,18.52,12.35,-0.403,1.228,0.02852,0.04437,0.2565,0.1046,0.01034,0.09008,0.01167,0.006873,0.07323,0.01624,-0.005766,0.01097,0.07588,0
15.57,11.71,20.03,13.09,0.09759,0.8035,0.02056,-0.3396,0.5713,0.08999,0.01177,0.08301,0.003933,-0.002014,0.09257,0.01559,0.01169,0.004392,0.08311,0
14.45,9.962,18.38,13.56,0.0483,1.013,0.02783,-0.1383,0.2469,0.1023,0.02583,0.1165,-0.0275,-0.02222,0.1425,-0.009125,-0.001186,0.003204,0.09027,0
14.13,9.232,20.57,11.98,-0.3228,1.829,0.05878,0.1018,0.3675,0.0979,0.01096,0.1213,-0.006983,0.003225,0.08324,-0.001207,-0.01608,0.01073,0.0921,0
14.22,12.63,12.84,11.98,0.2057,0.9658,0.04955,0.3826,0.6823,0.1047,-0.06876,0.1837,0.00511,0.02455,0.1085,-0.02716,0.005139,-0.01052,0.06858,0
14.3,8.994,16.46,14.63,-0.9458,2.726,0.02926,0.3825,0.03085,0.08688,0.001261,0.121,0.01729,-0.009573,0.1021,-0.001973,0.009185,-0.01251,0.08234,0
13.75,12.69,17.03,13.18,-0.07404,0.829,0.004047,-0.3101,0.4276,0.08108,0.002209,0.09228,-0.006385,-0.02801,0.1142,0.005802,-0.01122,0.02103,0.07377,0
14.8,11.04,19.31,13.56,-0.1809,1.332,0.01847,0.7862,0.4648,0.1292,-0.01234,0.1079,-0.00613,-0.01543,0.1168,0.009858,-0.008136,-0.005783,0.09027,0
16.36,8.638,19,12.6,-0.2038,1.991,0.04876,-0.1562,1.051,0.101,-0.01795,0.1164,0.008789,0.009819,0.1131,-0.002963,-0.002326,-0.01201,0.0726,0
13.54,10.86,16.22,14.09,0.06715,0.9111,0.04697,0.226,0.764,0.09728,0.0169,0.1165,-0.0304,-0.008042,0.1308,-0.004591,-0.01202,0.006538,0.06847,0
13.64,12.38,19.43,11.47,-0.8361,1.036,0.02031,0.6423,0.8732,0.09054,0.007535,0.1612,-0.007047,-0.003021,0.08075,-0.00604,-0.004643,0.003822,0.09421,0
15.37,11.66,19.09,13.48,-0.2592,1.064,0.0314,-0.1344,1.072,0.06189,-0.003646,0.0996,0.004151,0.004791,0.1072,-0.00405,0.002819,0.005952,0.08688,0
14.13,9.125,20.42,11.63,-0.1409,0.4973,0.07271,0.8299,1.117,0.08899,0.02156,0.1074,-0.02198,-0.01423,0.111,-0.004531,-0.006332,0.003622,0.09265,0
15.78,10.96,16.78,13.15,-0.09894,0.1099,0.03132,0.2784,0.4581,0.1037,-0.006758,0.07522,0.007277,-0.01482,0.1119,0.001412,-0.01648,0.01202,0.08261,0
15.14,9.008,16.7,12.72,-0.4665,1.174,0.05747,0.2182,0.8976,0.09803,0.01914,0.1341,0.007334,-0.02279,0.114,-0.02541,-0.002703,0.001031,0.0976,0
15.14,12.68,19.08,12.43,-0.3901,0.2015,0.02898,-0.1775,0.8349,0.09563,0.01626,0.09818,-0.01334,-0.00966,0.1112,-0.005157,0.01211,0.000683,0.07224,0
13.27,11.21,17.83,13.26,-0.4316,1.544,0.02185,0.1381,0.7219,0.1137,-0.01285,0.09072,-0.01907,-0.001165,0.1128,-0.006031,-0.004694,-0.000228,0.06303,0
14.76,10.15,15.2,12.51,0.4696,1.596,0.04439,0.5319,0.994,0.08358,-0.00723,0.1056,0.005544,-0.009997,0.09252,0.000484,0.01154,-0.004079,0.0847,0
14.69,9.228,18.13,12.78,-0.5712,0.02552,0.04577,0.3772,0.7384,0.08236,-0.01118,0.1293,0.008906,0.01378,0.1212,0.002277,-0.02381,0.006739,0.08368,0
14.63,12.22,16.99,12.3,-0.6885,1.638,0.03012,0.03509,0.7757,0.09897,0.005447,0.113,0.01823,-0.01301,0.1125,0.003963,0.004869,-0.01317,0.07956,0
14.92,11.39,17.16,12.52,-0.1657,0.9188,0.02799,0.2083,0.2656,0.119,-0.005931,0.08637,0.01768,0.000967,0.1345,-0.003736,0.01774,0.01449,0.0927,0
14.37,10.97,20.6,13.87,-0.6556,2.795,0.0189,0.2148,0.8078,0.08465,0.005661,0.1159,0.006448,-0.02138,0.1219,-0.000584,-0.005734,-0.01226,0.05836,0
15.21,12.01,20.67,13.38,-0.2357,1.005,0.06142,0.1864,-0.1273,0.07656,-0.01466,0.09581,-0.006242,0.005889,0.0999,0.02284,-0.01014,0.003273,0.1044,0
15.5,10.77,20.15,14.42,0.06075,0.7501,0.009799,-0.01657,0.02795,0.1008,0.006014,0.08165,0.005435,-0.00855,0.08832,0.02761,0.007247,0.005574,0.0923,0
15.67,11.54,17.14,10.58,-0.06193,1.395,0.04967,0.02026,0.3501,0.06794,0.007301,0.09941,0.009789,0.01096,0.1105,-0.003353,-0.001112,-0.002434,0.09116,0
13.24,12.91,17.2,12.16,-0.4171,0.2804,-0.00107,0.3235,0.8822,0.1148,0.00338,0.09318,-0.003908,-0.01971,0.09809,0.02649,0.007406,-0.000744,0.07299,0
15.3,11.64,23.4,10.83,-0.6521,1.59,0.02202,-0.2714,0.7394,0.09476,-0.005982,0.09885,-0.01062,-0.01612,0.105,-0.01263,0.007066,-0.01626,0.08334,0
13.66,10.05,17.11,12.9,-0.2374,-0.202,0.04742,-0.2833,0.8739,0.07268,0.01043,0.0711,0.007763,0.001047,0.1078,0.001077,0.01428,-0.01974,0.08288,0
14.93,13.82,17.77,11.93,-0.1034,0.3189,0.02384,-0.1721,0.5688,0.07069,0.006932,0.1225,-0.02317,0.03783,0.09759,0.004912,0.01927,-0.002952,0.07883,0
15.74,12.76,16.35,13.08,-0.6233,0.9526,0.02832,0.9152,0.6448,0.1248,-0.00878,0.09134,-0.003631,-0.01886,0.1325,0.009914,-0.001035,-0.005794,0.06614,0
13.77,9.921,16.14,12.99,-0.1547,0.5123,0.02101,-0.2576,0.4977,0.07238,0.008399,0.1035,0.01035,-0.006922,0.1153,0.001586,0.001669,0.009546,0.06371,0
13.94,10.33,15.1,9.808,-0.5374,0.725,0.0425,0.7994,0.3433,0.06908,0.01104,0.1292,0.005497,-0.01126,0.1145,-0.007401,-0.006285,-0.005474,0.06317,0
14.51,10.27,20.03,11.88,-0.5114,0.793,0.04379,0.0398,0.2604,0.164,-0.01258,0.1062,0.04093,-0.01575,0.09011,0.02045,-0.003726,0.00246,0.06968,0
16.32,10.81,17.79,12.17,-1.361,1.592,0.009375,0.3288,0.1968,0.09038,-0.003755,0.155,-0.005367,0.01088,0.09433,-0.000649,-0.01658,0.01322,0.06326,0
15.02,9.55,19.84,12.13,-0.1355,-0.1381,0.06909,-0.4151,0.5862,0.1084,-0.01451,0.1047,0.007757,0.009182,0.1168,-0.01278,0.01013,-0.01195,0.07846,0
13.24,12.04,17.88,10.81,-0.1916,1.481,0.03794,-0.01153,0.6696,0.08502,0.01321,0.132,0.01325,-0.01529,0.1093,0.001346,0.000666,-0.001494,0.09813,0
14.86,9.396,15.72,14.09,-0.3915,1.749,0.03135,0.5545,1.447,0.1337,-0.003968,0.1138,-0.006287,-0.02445,0.1194,-0.02203,-0.006719,0.02077,0.08568,0
14.25,10.54,21.04,12.75,-0.4323,0.749,0.04011,-0.1421,0.4292,0.07359,0.03143,0.1453,0.005757,-0.004946,0.08476,-0.000489,-0.005989,0.007302,0.07555,0
13.91,11.28,19.45,12.15,0.229,1.317,0.03869,0.2762,0.8529,0.06863,0.004475,0.09018,-0.004513,-0.01527,0.1223,0.005505,-0.01134,0.007222,0.06665,0
14.08,13.27,21.63,15.35,-0.3914,1.609,0.0397,1.014,0.729,0.08092,0.008897,0.137,0.002066,0.01793,0.09976,-0.01125,-0.01832,-0.01616,0.06726,0
14.84,10.44,18.08,12.19,-0.1183,0.09582,0.009532,-0.5878,1.062,0.08672,-0.007035,0.1156,0.002424,0.01545,0.1209,-0.00128,0.004935,0.0211,0.08019,0
15.97,10.35,18.61,10.83,-0.2115,0.01016,0.05171,0.3255,1.254,0.1104,-9e-06,0.1459,0.009037,-0.0177,0.107,-0.02163,-0.005645,0.005632,0.08946,0
14.36,10.24,18.05,12.34,-0.4616,1.031,-0.008217,0.1481,-0.01832,0.1303,0.0122,0.09902,-0.01599,-0.00475,0.1139,-0.02061,-0.01104,0.009974,0.09208,0
12.66,10.74,18.77,11.72,-0.05032,0.8043,0.03484,0.2159,0.8672,0.08466,-0.01382,0.07949,0.006762,-0.0108,0.1047,-0.01834,0.004069,0.001149,0.06277,0
13.57,10.56,16.23,13.82,-0.4237,1.612,0.05932,0.1152,0.1356,0.1064,-0.02312,0.1198,-0.002278,0.02166,0.1221,0.009486,0.01854,0.005271,0.07307,0
15.53,12.42,20.12,13.48,-0.4193,1.162,0.04378,0.2484,0.2549,0.1157,-0.01108,0.1076,0.002415,0.01924,0.08957,0.01444,-0.009961,-0.008342,0.08625,0
13.75,8.961,18,12.97,-0.3084,1.418,0.04075,-0.1056,0.3171,0.05786,0.002482,0.0897,0.001136,0.001071,0.135,-0.003484,0.01495,-0.01082,0.07123,0
13.83,10.95,18.33,13.95,0.02756,1.154,0.08007,0.4112,0.37,0.1177,0.007365,0.1381,0.009354,0.01818,0.08,-0.003602,0.01671,0.005873,0.0848,0
13.37,11.67,16.58,11.52,-0.09813,1.261,0.01176,-0.1468,0.9898,0.1029,-0.009912,0.1286,0.002383,-0.001043,0.1025,0.0126,0.004826,0.001589,0.06449,0
14.7,10.55,16.35,12.53,-0.729,1.662,0.03693,-0.03794,0.03784,0.07939,0.01233,0.1427,-0.008121,-0.01505,0.1234,0.01807,-0.02712,-0.005353,0.1168,0
13.91,10.37,19.31,13.63,-0.3887,2.358,0.04942,-0.424,0.5268,0.09539,-0.002494,0.1007,0.0168,-0.01197,0.108,0.006789,-0.004974,0.003723,0.05971,0
15.81,10.2,17.68,11.56,0.3139,2.561,0.01666,0.6957,0.9632,0.1302,-0.02203,0.09827,-0.01762,0.01334,0.1606,-0.01042,0.004848,0.02428,0.07452,0
16.57,10.64,17.57,12.07,-0.7782,1.128,0.03645,0.2256,0.8466,0.09217,0.003525,0.1091,-0.006876,-0.008989,0.09478,-0.004583,0.01028,-0.007046,0.07459,0
13.55,11.02,14.46,12.46,-0.3356,1.025,0.02459,-0.07844,1.051,0.1164,-0.01414,0.09188,-0.00901,0.001073,0.09363,-0.03016,0.01532,0.009175,0.08283,0
16.02,11.03,20.04,11.46,-0.9455,0.7483,0.04089,-0.2796,0.6143,0.07573,0.005218,0.1063,-0.01576,-0.001412,0.1117,0.007509,0.000762,-0.003064,0.0668,0
15.82,11.75,18.75,11.49,-0.313,1.035,0.06324,-0.5808,0.3818,0.08063,0.01373,0.08309,0.01426,0.0116,0.1036,-0.01656,0.009741,-0.000273,0.08967,0
14.91,9.933,18.99,14.7,-0.005404,2.095,0.01602,0.5427,0.7589,0.09692,0.01866,0.1248,-0.01258,-0.008817,0.1246,-0.003146,-0.01401,-0.0119,0.0672,0
15.08,12.4,17.55,12.96,-1.353,0.7797,0.05618,0.3532,1.118,0.09305,-0.005827,0.1462,0.01214,-0.01741,0.08786,-0.004901,-0.002828,0.003834,0.05846,0
15.48,8.726,19.12,12.03,-0.4394,1.061,0.03877,-0.1537,1.088,0.08994,-0.009994,0.07901,0.01045,0.003536,0.1096,0.004604,-0.00095,0.0112,0.06629,0
15.45,13.27,17.54,10.84,-0.4881,1.178,0.003698,0.3414,0.918,0.09911,0.006355,0.07681,0.0162,-0.001833,0.1235,0.01381,0.001544,0.007109,0.06933,0
14.6,10.19,18.86,12.55,-0.7124,0.9198,0.02927,-0.07769,1.083,0.09169,-0.009271,0.1318,-0.01602,0.02933,0.1507,-0.002226,0.000114,-0.009069,0.07533,0
14.74,12.35,20.56,11.99,-0.4266,-0.00901,0.05596,0.323,0.7932,0.09271,0.003698,0.1136,-0.01228,-0.002214,0.1199,0.001706,-0.001284,-0.01805,0.04804,0
16.07,11.68,18.97,13.12,0.2574,2.044,0.02884,0.1691,0.9213,0.09837,-0.01452,0.1056,0.0195,-0.01172,0.09807,0.01507,0.01218,0.0223,0.1065,0
13.6,9.914,18.12,12.08,-0.6232,1.397,0.06422,0.2292,1.083,0.1341,0.005347,0.08786,0.005844,0.003715,0.131,0.004638,-0.006079,-0.002933,0.06628,0
11.35,9.347,20.74,14.44,-0.2523,0.6658,0.003129,0.4261,1.008,0.09961,0.003926,0.07054,0.01503,0.009226,0.08417,-0.01048,-0.007953,0.004424,0.0795,0
13.88,9.946,17.05,12.99,-0.3005,1.489,0.005478,0.3749,0.7718,0.09371,-0.01955,0.1199,0.01463,0.01682,0.1052,0.002967,0.006644,0.002933,0.08435,0
13.74,13.47,19.2,13.06,-0.6802,1.105,0.04379,0.4486,0.8334,0.09534,0.002127,0.09116,-0.007004,-0.01803,0.1066,-0.000691,0.006434,-0.008387,0.06371,0
13.94,12.7,20.12,11.94,0.1639,1.038,0.07219,0.2088,0.2114,0.1149,-0.01633,0.1051,-0.0154,0.01385,0.1116,-0.0223,0.00763,0.004551,0.08696,0
16.47,9.909,17.25,11.6,-0.6029,1.07,0.04526,0.3716,0.6557,0.08683,0.001974,0.1008,-0.002483,0.02322,0.1385,0.003381,-0.01191,0.004217,0.07794,0
13.54,9.455,16.19,13.06,-0.1036,0.8422,0.009879,0.4144,0.141,0.09341,0.005862,0.1452,0.004376,-0.03648,0.1139,-0.006908,-0.01218,0.03011,0.1142,0
15.75,9.002,19.08,11.57,-0.5427,0.9306,0.04422,0.003068,0.7099,0.07494,-0.000697,0.09494,0.01269,-0.00511,0.1209,-0.009441,-0.003342,0.008936,0.06102,0
16.09,9.705,20.28,14.27,-1.039,1.596,0.05625,0.5832,0.2554,0.09047,-0.007372,0.09723,-0.001207,0.006865,0.1228,-0.01274,0.0145,0.01007,0.06666,0
14.91,10.67,20.84,11.49,-0.404,0.9994,0.002742,-0.2848,1.013,0.09825,-0.02046,0.1124,-0.01116,-0.01238,0.1073,0.01618,-0.01489,0.01179,0.06205,0
15.04,13.41,15.25,12.61,-0.338,1.498,0.01476,0.02598,0.7198,0.09354,-0.02284,0.1327,-0.02105,-0.0139,0.1187,-0.00294,-0.0155,0.01179,0.0672,0
14.68,11.96,18.94,11.5,-0.359,1.746,0.03864,-0.1133,0.813,0.06107,0.01157,0.1013,-0.002946,-0.01335,0.08938,0.000735,-0.01711,0.01532,0.08575,0
15.57,12.14,18.65,14.35,-0.6385,1.386,0.06686,-0.6111,0.5951,0.09112,-0.00709,0.1072,0.001258,-0.004106,0.112,0.005463,-0.001055,0.001158,0.07603,0
13.07,10.75,18.21,13.46,-0.3496,1.807,-0.01402,0.2941,0.39,0.08521,0.008746,0.06394,-0.002738,-0.00564,0.1148,-0.01591,-0.001652,-0.004728,0.06959,0
16.02,12.07,20.72,10.18,-0.2911,1.175,0.06006,0.3554,0.8349,0.09166,-7.3e-05,0.08073,-0.01088,-0.0106,0.09318,-0.0171,-0.003891,0.01182,0.07579,0
15.03,11.86,17.99,11.22,-1.106,1.105,0.04472,1.05,0.5352,0.09528,0.01827,0.1083,-0.009696,0.000558,0.09671,-0.01211,-0.000944,-0.01312,0.1093,0
13.67,11.48,21.2,14.93,0.1301,1.086,0.06794,0.07346,0.47,0.0976,-0.004679,0.1076,-0.01316,0.009935,0.1281,-0.02124,0.003057,0.0197,0.08481,0
15.15,10.71,18.49,14.57,-0.5269,-0.03652,0.04651,0.7319,0.3079,0.1045,0.02165,0.1125,-0.00507,-0.006727,0.1042,0.02008,0.01303,-0.005369,0.06134,0
15.64,10.34,17.6,12.47,-0.2441,1.536,0.03891,0.6484,0.8267,0.1081,-0.01264,0.1088,0.005227,0.01127,0.1157,0.003551,0.01011,0.01472,0.06833,0
15.51,10.84,16.99,13.65,-0.3266,1.533,0.03966,0.4274,0.8392,0.09868,0.01113,0.1003,-0.002704,0.01074,0.1304,0.01892,0.001144,-0.01512,0.07801,0
14.31,11.37,19.91,14.46,-0.2128,1.893,0.01532,-0.3313,0.1996,0.1207,-0.004918,0.07572,-0.007115,-0.004107,0.1092,-0.000277,0.002292,-0.001508,0.08452,0
13.64,11.17,19.56,13.33,-0.2747,1.269,0.0274,-0.1502,0.6138,0.1402,-0.01789,0.1007,-0.005278,-0.02265,0.087,0.004064,-0.007374,0.005509,0.05656,0
16.15,9.337,18.22,12.61,0.1249,0.9869,0.04235,-0.1978,0.3907,0.08577,0.01212,0.09583,-0.003521,-0.01222,0.1004,-0.004187,-0.008127,0.005009,0.09321,0
13.57,10.85,16.78,12.38,0.462,1.876,0.08741,0.1219,0.4413,0.1088,0.01599,0.1047,0.0059,0.01414,0.1154,0.000718,0.01555,0.007636,0.06826,0
13.51,9.451,19.43,12.69,-0.7825,1.548,0.01663,0.08739,0.5037,0.08434,-0.003347,0.09508,-0.01585,0.007459,0.1186,0.0103,0.00668,-0.01373,0.0551,0
14.29,10.64,15.9,13.2,-0.1604,0.765,0.06206,0.4769,0.5416,0.1111,-0.00186,0.08801,-0.01416,-0.00761,0.09406,0.01332,-0.002703,-0.008967,0.07064,0
14.25,11.11,17.55,14.43,-0.8885,0.5401,0.07147,0.9226,0.7665,0.1006,-0.00287,0.09053,0.003499,0.002337,0.08308,0.01913,-0.00814,-0.00274,0.07257,0
13.68,10.45,18.85,13.96,-0.5192,1.067,0.0518,0.247,0.1558,0.07794,-0.01097,0.1007,0.000581,0.01703,0.1134,0.006244,0.01304,0.006277,0.08452,0
13.16,12.11,18.83,12.84,0.4974,0.9677,0.0568,0.6089,1.095,0.1017,0.008006,0.09046,0.007647,0.007923,0.09761,-0.01821,-0.000778,-0.0121,0.06519,0
15.24,12.18,20.09,11.61,-0.2444,1.068,0.008377,0.2572,0.4676,0.08464,-0.01309,0.09571,-0.008463,0.000772,0.1121,-0.001922,0.006354,0.008668,0.06857,0
13.08,9.622,18.86,12.12,-0.0669,1.071,0.006625,0.02294,0.3047,0.07049,0.001145,0.1232,0.009489,-0.01421,0.1253,0.002726,0.01856,-0.01212,0.06632,0
15.17,11.59,19.58,13.29,-0.6876,2.924,0.04812,0.1417,0.4495,0.08567,0.00869,0.09294,0.002015,0.01206,0.1306,0.009288,0.01099,0.01874,0.08697,0
14.11,10.65,16.58,13.05,-0.1954,1.466,0.01872,-0.002485,0.2408,0.0986,0.01905,0.09858,0.008377,-0.001055,0.09399,-0.000215,-0.002656,0.002118,0.06338,0
13.85,11.61,20.28,12.25,-0.6834,0.1489,0.0252,0.2996,0.6338,0.1087,0.02074,0.08095,-0.01373,0.000343,0.1011,-0.00385,-0.01226,-0.005322,0.07655,0
14.7,9.534,20.72,13.16,-0.04652,1.721,0.05384,0.706,0.4345,0.1086,-0.004934,0.1531,0.01375,-0.03656,0.1118,-0.01626,0.0339,-0.007745,0.1143,0
15.71,12.56,17.49,11.25,0.4008,1.266,0.06078,0.8623,0.4435,0.09174,-0.001887,0.0817,-0.02545,-0.0114,0.1132,0.003258,-0.004015,0.009396,0.07062,0
13.45,11.57,14.81,13.55,-0.6344,1.293,0.027,0.3684,0.375,0.09637,-0.01083,0.111,-0.02369,0.004595,0.08366,-0.000192,0.005971,0.001344,0.08279,0
15.33,10.84,15.76,10.73,-0.444,0.627,0.06977,0.3502,0.4286,0.07516,0.006479,0.1076,0.01068,-0.008386,0.1117,0.007216,0.01857,-0.003768,0.08574,0
14.8,10.26,16.8,12.22,-0.1333,1.861,0.05878,0.1332,0.3727,0.08596,-0.02456,0.1347,0.004934,0.006109,0.1189,0.00951,0.003922,0.00746,0.06397,0
14.62,12.82,19.16,12.45,-0.4344,2.269,0.02464,-0.4464,0.8709,0.08831,-0.0104,0.09551,0.01646,-0.004093,0.135,-0.003863,0.004911,-0.0188,0.05533,0
13.61,9.607,20.79,11.51,0.2831,1.352,-0.001376,0.5098,0.2173,0.1646,-0.04361,0.1116,-0.03132,0.006485,0.1153,-0.01509,0.002833,-0.002168,0.0656,0
13.51,10.95,18.35,11.27,-0.06217,1.434,0.06787,0.7824,0.8835,0.1144,-0.02863,0.1064,-0.01767,0.01168,0.09141,-0.001778,0.006537,0.00594,0.05981,0
13.82,9.726,19.41,12.02,-0.2201,0.872,0.1071,0.05228,0.6718,0.09452,0.001318,0.1059,-0.01069,-0.02119,0.1289,0.001686,-0.01214,0.005286,0.06018,0
14.09,8.869,23.18,13.43,-0.6113,0.7903,0.04456,-0.3813,0.5527,0.09059,0.002595,0.09179,-0.01405,-0.01241,0.09429,-0.008257,-0.00887,0.004763,0.07374,0
13.23,11.8,18.67,11.59,-0.2291,0.1525,-0.02326,-0.1793,0.4467,0.08554,0.003465,0.09359,-0.004861,-0.004452,0.1048,-0.000213,-0.01411,-0.0159,0.07803,0
14.07,11.53,18.48,12.31,-0.7719,-0.2218,0.05509,-0.1705,0.3158,0.09311,-0.003682,0.1249,0.0236,-0.000819,0.1347,0.008109,0.02037,0.003651,0.07915,0
15.99,10.14,19.63,13.24,-0.5475,0.8925,0.008616,0.2905,0.6627,0.09498,0.01176,0.09597,-0.008989,-0.009678,0.1158,-0.0143,0.0139,0.002372,0.08622,0
14.52,12.42,16.71,12.99,0.3513,-0.6088,0.005639,0.2824,0.8721,0.09644,-0.01486,0.1113,0.00824,-0.004899,0.1056,0.007603,-0.004313,0.001044,0.07031,0
14.16,9.71,14.59,12.57,-0.1058,1.21,0.01862,-0.7567,0.3476,0.09043,0.001519,0.08357,-0.000333,-0.003111,0.09834,-0.002185,-0.008934,0.005234,0.0583,0
17.34,9.967,14.9,13.31,-1.019,1.8,0.0519,0.6891,0.3801,0.086,-0.003119,0.1147,0.02935,0.01757,0.131,0.01157,0.01436,0.000538,0.06664,0
15.51,10.09,17.92,9.539,-0.2628,1.069,0.06162,0.5358,0.3976,0.09965,-0.01306,0.09032,0.001637,-0.002925,0.1094,-0.01764,-0.003079,-0.004449,0.06775,0
14.89,11.45,19.52,12.41,0.04082,1.364,0.007728,0.05236,0.664,0.09938,-0.006783,0.1074,-0.00685,-0.003783,0.1207,-0.01375,0.002489,0.01583,0.08385,0
13.31,9.773,19.28,12.22,-0.001695,0.6242,0.03569,0.5343,0.5876,0.1024,-0.005591,0.1235,-0.005853,0.001076,0.1055,-0.00351,-0.008382,-0.009785,0.07536,0
13.64,9.645,18.47,13.04,-0.1786,0.6204,0.04535,-0.4475,0.4267,0.07737,0.001018,0.1246,-0.002406,0.0252,0.1132,-0.0175,0.004697,-0.001594,0.07205,0
13.92,10.71,18.35,13.23,-0.5462,1.45,0.0495,0.4832,0.4174,0.09423,-0.004501,0.09804,-0.008953,0.007963,0.09295,-0.005662,0.001467,0.01583,0.06587,0
15.81,11.67,19.27,13.12,-0.9554,1.781,0.001847,-0.1348,0.6084,0.09002,-0.007138,0.07446,0.000224,0.02097,0.1942,-0.006448,-0.01696,-0.01976,0.09196,0
13.64,11.1,18.88,13.49,-1.064,1.685,0.07943,0.8703,0.4129,0.112,0.02434,0.106,0.00659,0.002779,0.1436,0.000273,-0.007553,-0.02035,0.07051,0
16.31,10.21,18.23,12.12,-0.2755,1.251,0.005087,0.339,1.194,0.114,-0.02911,0.1226,-0.01886,0.006003,0.1052,0.02642,-0.003852,0.002522,0.06715,0
16.42,10.67,17.5,13.5,-0.2005,1.338,0.07322,0.3274,0.513,0.09985,-0.03202,0.1453,-0.01492,0.002197,0.1381,0.01162,0.007836,-0.006152,0.07272,0
13.44,9.946,19.22,13.68,-0.3001,1.752,0.09102,0.158,0.4365,0.0985,0.02722,0.1452,-0.02792,-0.04591,0.1323,9.4e-05,0.003821,-0.01963,0.06559,0
13.97,10.16,19.75,14.06,-0.791,1.311,0.06656,-0.0611,0.657,0.1117,-0.009157,0.06388,0.004302,-0.002934,0.1178,-0.0115,-0.00057,-0.005181,0.08427,0
14.69,12.56,21.13,12.82,-0.3182,1.554,0.109,0.4328,0.6078,0.08278,-0.002695,0.1048,0.02525,-0.003684,0.1215,0.000924,0.005719,0.0259,0.07351,0
15.26,8.887,20.86,12.06,0.1529,1.525,0.0466,0.5734,0.04459,0.0902,-0.000691,0.1026,0.005008,-0.00034,0.08009,-0.003311,-0.007495,-0.007064,0.07684,0
16.77,11.31,16.93,14.41,0.06274,1.655,0.05643,0.2951,0.549,0.09589,-0.02399,0.1172,-0.0151,0.005672,0.1139,0.006178,-0.007753,0.001058,0.05996,0
14.98,11.24,19.08,12.27,-0.5066,1.937,0.07951,0.2147,0.9192,0.07341,0.01441,0.1056,-0.002839,0.01159,0.1188,0.005052,-0.001857,0.005646,0.0659,0
14.28,11.54,21.18,12.85,0.1753,2.321,0.04259,0.001917,0.07842,0.1108,-0.004666,0.09339,-0.004279,0.02179,0.08767,0.005967,-0.001778,0.02106,0.1154,0
14.54,12.02,21.59,12.49,0.7423,-0.03346,0.03355,0.6091,0.7483,0.08526,-0.01763,0.09961,0.000368,-0.01365,0.1107,-0.001244,-0.01391,-0.004093,0.07692,0
